number,value,datetime_start,datetime_complete,duration,params_attention_reg_weight,params_attn_heads,params_dropout,params_hidden_dim,params_kernel_size,params_low_rank_dim,params_lr,params_num_scales,params_temp_conv_out_channels,params_weight_decay,user_attrs_beats_target,user_attrs_best_efficiency,user_attrs_best_pcc,user_attrs_best_pcc_epoch,user_attrs_best_rmse,user_attrs_best_rmse_epoch,user_attrs_epochs_trained,user_attrs_final_pcc,user_attrs_final_rmse,user_attrs_param_count,user_attrs_test_pcc,user_attrs_test_rmse,state
91,580.916041009306,2025-04-04 01:56:40.970685,2025-04-04 01:57:12.348831,0 days 00:00:31.378146,0.001,4,0.2692699426551141,24,7,6,0.0001,5,16,0.0,False,580.916041009306,0.8019201293602944,117.0,829.6928100585938,99.0,199.0,0.7223408079579614,943.45849609375,30818,0.8049636895375932,951.7846069335938,COMPLETE
92,585.5480127340084,2025-04-04 01:57:12.350333,2025-04-04 01:57:49.322906,0 days 00:00:36.972573,0.001,4,0.28203633693415175,24,7,6,0.0001,5,16,0.0,False,585.5480127340084,0.7983959456748935,117.0,836.3064575195312,130.0,230.0,0.7179170458837134,967.59423828125,30818,0.789152624889226,960.8090209960938,COMPLETE
93,580.2940208587015,2025-04-04 01:57:49.324467,2025-04-04 01:58:22.060496,0 days 00:00:32.736029,0.001,4,0.2689005785854351,24,7,6,0.0001,5,16,0.0,False,580.2940208587015,0.8015347411553144,117.0,828.8043823242188,99.0,199.0,0.7216806144219063,938.8955078125,30818,0.806767843013764,949.7793579101562,COMPLETE
94,581.5145033517759,2025-04-04 01:58:22.062024,2025-04-04 01:58:58.115179,0 days 00:00:36.053155,0.001,4,0.26899600577840216,24,7,6,0.0001,5,16,0.0,False,581.5145033517759,0.8024987504151269,117.0,830.548095703125,99.0,199.0,0.7237865004917455,937.5306396484375,30818,0.8071461506817221,953.3297729492188,COMPLETE
95,584.7901503000942,2025-04-04 01:58:58.116706,2025-04-04 01:59:31.471844,0 days 00:00:33.355138,0.001,4,0.24651650562715965,24,7,6,0.0001,5,16,0.0,False,584.7901503000942,0.8011004974806248,83.0,835.2271118164062,99.0,199.0,0.7251489364746027,949.7301025390625,30818,0.7980369802829764,968.9532470703125,COMPLETE
96,894.7852659642047,2025-04-04 01:59:31.473386,2025-04-04 01:59:58.266609,0 days 00:00:26.793223,0.001,4,0.2629456500347746,24,5,8,0.0001,5,16,0.0,,,,,,,,,,26586,,,PRUNED
97,699.4553505919642,2025-04-04 01:59:58.267406,2025-04-04 02:00:27.067945,0 days 00:00:28.800539,1e-06,2,0.32108131512905863,24,7,16,0.0001,5,16,0.0,False,699.4553505919642,0.7135029002748045,48.0,999.0043334960938,73.0,173.0,0.5517352598375689,1116.479248046875,37828,0.7123183181389118,1154.1512451171875,COMPLETE
98,,2025-04-04 02:00:27.069446,2025-04-04 02:00:27.135451,0 days 00:00:00.066005,0.001,4,0.2519791609636631,48,7,6,0.0001,5,16,1e-05,,,,,,,,,,108650,,,PRUNED
99,579.0539949868454,2025-04-04 02:00:27.135858,2025-04-04 02:01:00.642795,0 days 00:00:33.506937,0.001,4,0.2778649508785776,24,7,6,0.0001,5,16,0.0,False,579.0539949868454,0.7998027055574937,117.0,827.0337524414062,99.0,199.0,0.7384001493619881,927.599609375,30818,0.8104945034460425,950.6550903320312,COMPLETE
100,587.5587969030998,2025-04-04 02:01:00.644354,2025-04-04 02:01:44.154466,0 days 00:00:43.510112,0.0,4,0.2784822630958982,24,7,6,5e-05,5,16,0.0001,False,587.5587969030998,0.8091833856675603,191.0,839.1842041015625,156.0,256.0,0.7757634505171305,893.4180908203125,30818,0.8074789536827666,984.8785400390625,COMPLETE
101,576.4399151133474,2025-04-04 02:01:44.156104,2025-04-04 02:02:21.406362,0 days 00:00:37.250258,0.001,4,0.28499811338592007,24,7,6,0.0001,5,16,0.0,False,576.4399151133474,0.8035592925350308,117.0,823.2972412109375,130.0,230.0,0.7249851296184977,971.4578247070312,30818,0.7962840668749107,948.3676147460938,COMPLETE
102,577.813146516296,2025-04-04 02:02:21.407913,2025-04-04 02:02:58.996691,0 days 00:00:37.588778,0.001,4,0.2897432718153532,24,7,6,0.0001,5,16,0.0,False,577.813146516296,0.8043520082140232,117.0,825.259521484375,130.0,230.0,0.7293610747296552,970.7142333984375,30818,0.7987349818938074,951.5003662109375,COMPLETE
103,578.3539256363053,2025-04-04 02:02:58.998249,2025-04-04 02:03:36.417510,0 days 00:00:37.419261,0.001,4,0.2892330862937766,24,7,6,0.0001,5,16,0.0,False,578.3539256363053,0.8040170936011038,117.0,826.0316162109375,130.0,230.0,0.7217552722956612,971.4569091796875,30818,0.7971399972627601,951.2689819335938,COMPLETE
104,578.3590260354313,2025-04-04 02:03:36.419101,2025-04-04 02:04:14.018500,0 days 00:00:37.599399,0.001,4,0.2860835103417441,24,7,6,0.0001,5,16,0.0,False,578.3590260354313,0.8020392654974665,116.0,826.0385131835938,130.0,230.0,0.7243835723361252,971.91162109375,30818,0.7961637214584323,950.6439208984375,COMPLETE
105,576.6203501064543,2025-04-04 02:04:14.020121,2025-04-04 02:04:51.082401,0 days 00:00:37.062280,0.001,4,0.2869938217443237,24,7,6,0.0001,5,16,0.0,False,576.6203501064543,0.8031403001054874,117.0,823.5546875,130.0,230.0,0.7225042263983963,973.1293334960938,30818,0.7973383349718343,944.997802734375,COMPLETE
106,589.3275636527499,2025-04-04 02:04:51.084029,2025-04-04 02:05:16.943672,0 days 00:00:25.859643,0.001,4,0.30689915042596516,24,7,6,0.0002,5,16,0.0,False,589.3275636527499,0.7913753044678666,54.0,841.7086181640625,51.0,151.0,0.7444001987275795,903.91455078125,30818,0.8175335267148937,973.7896728515625,COMPLETE
107,,2025-04-04 02:05:16.945185,2025-04-04 02:05:17.012329,0 days 00:00:00.067144,0.001,4,0.2858640217288623,64,7,6,0.0001,5,8,0.0,,,,,,,,,,188058,,,PRUNED
108,,2025-04-04 02:05:17.012748,2025-04-04 02:05:17.076653,0 days 00:00:00.063905,0.001,4,0.29150604841466904,32,7,6,0.0001,5,24,0.0,,,,,,,,,,51258,,,PRUNED
109,641.0331560082142,2025-04-04 02:05:17.077044,2025-04-04 02:05:47.891854,0 days 00:00:30.814810,0.001,4,0.27942301768582695,24,7,8,0.0001,5,16,0.0,False,641.0331560082142,0.7353694972946675,82.0,915.5571899414062,82.0,182.0,0.6755058306785646,1047.7186279296875,32348,0.7479487603373192,1053.211181640625,COMPLETE
110,854.0281856745906,2025-04-04 02:05:47.893319,2025-04-04 02:06:13.461313,0 days 00:00:25.567994,0.001,16,0.3185052085301292,24,5,6,0.0001,5,16,0.0,,,,,,,,,,25536,,,PRUNED
111,583.0516195660123,2025-04-04 02:06:13.462012,2025-04-04 02:06:45.983344,0 days 00:00:32.521332,0.001,4,0.25760259334820806,24,7,6,0.0001,5,16,0.0,False,583.0516195660123,0.8032364838841358,117.0,832.7427368164062,98.0,198.0,0.7164733217004973,928.0304565429688,30818,0.7986433466837364,957.5748901367188,COMPLETE
112,581.7254568263585,2025-04-04 02:06:45.984909,2025-04-04 02:07:22.305492,0 days 00:00:36.320583,0.001,4,0.2986209481889105,24,7,6,0.0001,5,16,0.0,False,581.7254568263585,0.7963690246032596,83.0,830.8448486328125,130.0,230.0,0.7152973837858649,976.8942260742188,30818,0.7864117743050308,947.1787109375,COMPLETE
113,576.9678651181935,2025-04-04 02:07:22.307125,2025-04-04 02:07:58.282397,0 days 00:00:35.975272,0.001,4,0.2850862157938892,24,7,6,0.0001,5,16,0.0,False,576.9678651181935,0.800822723756025,117.0,824.050537109375,130.0,230.0,0.7198447451753208,974.4749755859375,30818,0.7946027222037207,944.1986694335938,COMPLETE
114,576.5767674307217,2025-04-04 02:07:58.283945,2025-04-04 02:08:36.503265,0 days 00:00:38.219320,0.001,4,0.28591313255641987,24,7,6,0.0001,5,16,0.0,False,576.5767674307217,0.8017564694606736,116.0,823.49169921875,130.0,230.0,0.717733205040755,977.8414306640625,30818,0.7944053103070474,942.5588989257812,COMPLETE
115,577.7354676671521,2025-04-04 02:08:36.504810,2025-04-04 02:09:14.363183,0 days 00:00:37.858373,0.001,4,0.28868895835237507,24,7,6,0.0001,5,16,0.0,False,577.7354676671521,0.8009267002084999,117.0,825.1471557617188,130.0,230.0,0.7179223090523101,973.743896484375,30818,0.7948757087974023,945.896240234375,COMPLETE
116,738.2052714407452,2025-04-04 02:09:14.364798,2025-04-04 02:09:26.583091,0 days 00:00:12.218293,0.001,4,0.28503774558623785,24,7,6,0.0005,5,16,0.0,,,,,,,,,,30818,,,PRUNED
117,604.6597309164403,2025-04-04 02:09:26.583791,2025-04-04 02:09:49.706609,0 days 00:00:23.122818,0.001,4,0.29446739239453346,24,7,16,0.0001,5,16,0.0,False,604.6597309164403,0.7693576427995716,48.0,863.6019897460938,45.0,145.0,0.5968025843703296,1074.6597900390625,38468,0.798898819744855,985.2183837890625,COMPLETE
118,639.1235530446644,2025-04-04 02:09:49.708083,2025-04-04 02:10:28.939138,0 days 00:00:39.231055,0.001,2,0.2744059380584713,24,7,6,0.0001,5,16,0.0,False,639.1235530446644,0.771392647641493,136.0,912.8333129882812,151.0,251.0,0.6872414716777959,998.274169921875,30578,0.742283920100145,1080.859619140625,COMPLETE
119,574.6648960862401,2025-04-04 02:10:28.940727,2025-04-04 02:11:05.917471,0 days 00:00:36.976744,0.001,4,0.2874023930687144,24,7,6,0.0001,5,16,1e-05,False,574.6648960862401,0.8058112318480376,117.0,820.7623291015625,130.0,230.0,0.7275545815613275,968.314453125,30818,0.8006008692675131,944.6240844726562,COMPLETE
120,,2025-04-04 02:11:05.918990,2025-04-04 02:11:05.985612,0 days 00:00:00.066622,0.001,4,0.3010431806105046,48,7,6,0.0001,5,16,1e-05,,,,,,,,,,108650,,,PRUNED
121,573.5272694188087,2025-04-04 02:11:05.986025,2025-04-04 02:11:42.748078,0 days 00:00:36.762053,0.001,4,0.2883669314652049,24,7,6,0.0001,5,16,1e-05,False,573.5272694188087,0.8055124506985482,117.0,819.1370239257812,130.0,230.0,0.718516532485854,973.3888549804688,30818,0.8003850810811791,941.8511962890625,COMPLETE
122,575.0292184759145,2025-04-04 02:11:42.749662,2025-04-04 02:12:19.471677,0 days 00:00:36.722015,0.001,4,0.2867150615798729,24,7,6,0.0001,5,16,1e-05,False,575.0292184759145,0.8048693677957308,117.0,821.281982421875,130.0,230.0,0.7198036482815979,976.7190551757812,30818,0.797849641180495,942.5634765625,COMPLETE
123,578.0751685634284,2025-04-04 02:12:19.473203,2025-04-04 02:12:56.211170,0 days 00:00:36.737967,0.001,4,0.2923603402086516,24,7,6,0.0001,5,16,1e-05,False,578.0751685634284,0.805077923143293,116.0,825.6334838867188,130.0,230.0,0.7163058920677892,979.2351684570312,30818,0.7969229419536568,950.338134765625,COMPLETE
124,583.4599004777684,2025-04-04 02:12:56.212714,2025-04-04 02:13:32.931048,0 days 00:00:36.718334,0.001,4,0.303768330427887,24,7,6,0.0001,5,8,1e-05,False,583.4599004777684,0.796942887696354,83.0,833.322265625,130.0,230.0,0.7171766495593108,976.8582763671875,30818,0.7836920293248526,952.2763671875,COMPLETE
125,580.0054965617602,2025-04-04 02:13:32.932621,2025-04-04 02:14:10.787191,0 days 00:00:37.854570,0.001,4,0.28358425567532064,24,7,6,0.0001,5,16,1e-05,False,580.0054965617602,0.8020825769472804,117.0,828.390625,130.0,230.0,0.7183186022881982,974.8238525390625,30818,0.7958052978634206,954.0411376953125,COMPLETE
126,580.4884689808044,2025-04-04 02:14:10.788750,2025-04-04 02:14:50.614996,0 days 00:00:39.826246,0.001,4,0.29535371527160964,24,7,6,0.0001,5,16,1e-05,False,580.4884689808044,0.8006277521504939,116.0,829.079345703125,130.0,230.0,0.7130676034269403,982.7499389648438,30818,0.7929383836987101,949.3116455078125,COMPLETE
127,586.7541194421588,2025-04-04 02:14:50.616537,2025-04-04 02:15:16.871799,0 days 00:00:26.255262,1e-06,4,0.28122030802149306,24,7,6,0.0002,5,24,1e-05,False,586.7541194421588,0.799225216718026,54.0,838.0326538085938,64.0,164.0,0.7489993384635494,910.2261962890625,30818,0.804497667877732,955.955078125,COMPLETE
128,587.3573624362297,2025-04-04 02:15:16.873278,2025-04-04 02:16:02.467232,0 days 00:00:45.593954,0.001,4,0.2754059085829958,24,7,6,5e-05,5,16,1e-05,False,587.3573624362297,0.8106129766317951,191.0,838.8983764648438,178.0,278.0,0.7671740859422377,938.93798828125,30818,0.8087953076536767,998.8251953125,COMPLETE
129,577.474871379584,2025-04-04 02:16:02.468843,2025-04-04 02:16:39.087126,0 days 00:00:36.618283,0.001,4,0.2917649858334107,24,7,6,0.0001,5,16,1e-05,False,577.474871379584,0.8053313900179266,117.0,824.7761840820312,130.0,230.0,0.7233740899316845,975.570068359375,30818,0.7973186186557089,951.605224609375,COMPLETE
130,,2025-04-04 02:16:39.088762,2025-04-04 02:16:39.157431,0 days 00:00:00.068669,0.001,4,0.316433072368707,64,7,6,0.0001,5,16,1e-05,,,,,,,,,,188058,,,PRUNED
131,578.5490402882234,2025-04-04 02:16:39.157849,2025-04-04 02:17:16.853350,0 days 00:00:37.695501,0.001,4,0.2918482711132569,24,7,6,0.0001,5,16,1e-05,False,578.5490402882234,0.8045610662490774,117.0,826.3106689453125,130.0,230.0,0.7211948620638648,977.6290893554688,30818,0.7975699842866188,953.0950317382812,COMPLETE
132,581.7049306889204,2025-04-04 02:17:16.854958,2025-04-04 02:17:55.411523,0 days 00:00:38.556565,0.001,4,0.29988083479643673,24,7,6,0.0001,5,16,1e-05,False,581.7049306889204,0.7992585809592777,116.0,830.8165283203125,130.0,230.0,0.7158029959720035,976.409912109375,30818,0.7893759835016293,951.5045166015625,COMPLETE
133,577.3639190835412,2025-04-04 02:17:55.413156,2025-04-04 02:18:34.073583,0 days 00:00:38.660427,0.001,4,0.29040419639772347,24,7,6,0.0001,5,16,1e-05,False,577.3639190835412,0.8071662288865359,117.0,824.6185302734375,130.0,230.0,0.7301357009386539,973.47265625,30818,0.8004058031189847,953.23828125,COMPLETE
134,585.582676196471,2025-04-04 02:18:34.075144,2025-04-04 02:19:11.361707,0 days 00:00:37.286563,0.001,4,0.30447883059477504,24,7,6,0.0001,5,16,1e-05,False,585.582676196471,0.7966612301073931,116.0,836.35498046875,130.0,230.0,0.712761528948364,981.0377807617188,30818,0.7849510770036204,956.089111328125,COMPLETE
135,577.1728845135689,2025-04-04 02:19:11.363321,2025-04-04 02:19:48.020871,0 days 00:00:36.657550,0.001,4,0.2890268328173226,24,7,6,0.0001,5,16,1e-05,False,577.1728845135689,0.8057180749823695,117.0,824.3450317382812,130.0,230.0,0.7228222054880529,970.4408569335938,30818,0.799792672189725,948.8027954101562,COMPLETE
136,609.136692286698,2025-04-04 02:19:48.022418,2025-04-04 02:20:19.973625,0 days 00:00:31.951207,0.001,4,0.28680469107202683,24,5,6,0.0001,5,16,1e-05,False,609.136692286698,0.7924374878598424,103.0,870.0076293945312,95.0,195.0,0.6169910504311479,1070.959228515625,25056,0.7773791875467062,996.1045532226562,COMPLETE
137,,2025-04-04 02:20:19.975170,2025-04-04 02:20:20.064000,0 days 00:00:00.088830,0.001,16,0.30869060319325187,32,7,8,0.0001,5,16,1e-05,,,,,,,,,,54948,,,PRUNED
138,580.5734781842224,2025-04-04 02:20:20.064426,2025-04-04 02:20:57.980852,0 days 00:00:37.916426,0.0,4,0.29867806466079905,24,7,6,0.0001,5,16,1e-05,False,580.5734781842224,0.7979768119192058,116.0,829.2000122070312,130.0,230.0,0.7136768860662468,980.0756225585938,30818,0.7892483888586515,948.6295776367188,COMPLETE
139,658.5382390485111,2025-04-04 02:20:57.982436,2025-04-04 02:21:38.772223,0 days 00:00:40.789787,0.001,4,0.2745927530086386,24,7,12,0.0001,5,16,1e-05,False,658.5382390485111,0.7395148167874934,80.0,940.5556640625,152.0,252.0,0.5508533227103719,1136.515869140625,35408,0.6472825936803169,1172.9945068359375,COMPLETE
140,578.6285102049064,2025-04-04 02:21:38.773812,2025-04-04 02:22:17.471745,0 days 00:00:38.697933,0.001,4,0.2836072302945647,24,7,6,0.0001,5,16,1e-05,False,578.6285102049064,0.8036343880631397,117.0,826.4241333007812,130.0,230.0,0.7216294442643574,972.2833862304688,30818,0.7981762038639117,954.119140625,COMPLETE
141,579.6978502012691,2025-04-04 02:22:17.473391,2025-04-04 02:22:56.790688,0 days 00:00:39.317297,0.001,4,0.2937269345741949,24,7,6,0.0001,5,16,1e-05,False,579.6978502012691,0.8037811716233656,116.0,827.9508056640625,130.0,230.0,0.7148306832518185,983.6072387695312,30818,0.7944179467091775,951.1444702148438,COMPLETE
142,576.6992076312388,2025-04-04 02:22:56.792330,2025-04-04 02:23:37.942198,0 days 00:00:41.149868,0.001,4,0.29036882500841144,24,7,6,0.0001,5,16,1e-05,False,576.6992076312388,0.8074771864741095,117.0,823.6690063476562,130.0,230.0,0.7278796385712717,975.560791015625,30818,0.8007258218375978,952.4429321289062,COMPLETE
143,584.1151218671694,2025-04-04 02:23:37.943763,2025-04-04 02:24:12.276810,0 days 00:00:34.333047,0.001,4,0.27926192534653554,24,7,6,0.0001,5,16,1e-05,False,584.1151218671694,0.7984883147659456,117.0,834.2630615234375,99.0,199.0,0.7136225530406068,954.9950561523438,30818,0.8097740023164874,958.8812255859375,COMPLETE
144,574.8909301217813,2025-04-04 02:24:12.278359,2025-04-04 02:24:49.089497,0 days 00:00:36.811138,0.001,4,0.28871972836105625,24,7,6,0.0001,5,16,1e-05,False,574.8909301217813,0.8041158205078018,117.0,821.0848388671875,130.0,230.0,0.7188527757141467,972.3953857421875,30818,0.7990388679747982,943.660400390625,COMPLETE
145,835.3588885852382,2025-04-04 02:24:49.091117,2025-04-04 02:25:01.387607,0 days 00:00:12.296490,0.001,2,0.3005196861575532,24,7,6,0.0005,5,16,1e-05,,,,,,,,,,30578,,,PRUNED
146,589.3751560402483,2025-04-04 02:25:01.388146,2025-04-04 02:25:42.549854,0 days 00:00:41.161708,0.001,4,0.3114451138095711,16,7,6,0.0001,2,16,1e-05,False,589.3751560402483,0.7791415349002538,184.0,841.7846069335938,190.0,290.0,0.5899878007084589,1062.2900390625,10359,0.7989212816080244,940.7303466796875,COMPLETE
147,599.543373497078,2025-04-04 02:25:42.551499,2025-04-04 02:26:05.828400,0 days 00:00:23.276901,0.001,4,0.285745904284094,24,7,16,0.0001,5,16,1e-05,False,599.543373497078,0.7769763154672175,48.0,856.2953491210938,45.0,145.0,0.5958199182740698,1076.754638671875,38468,0.8058107123177177,989.0127563476562,COMPLETE
148,580.4396419862074,2025-04-04 02:26:05.829921,2025-04-04 02:26:43.157303,0 days 00:00:37.327382,0.0001,4,0.29602532811631804,24,7,6,0.0001,5,8,1e-05,False,580.4396419862074,0.7999852717299166,117.0,829.0094604492188,130.0,230.0,0.7114748986699351,982.66943359375,30818,0.7921831683791889,948.7330322265625,COMPLETE
149,582.4837105442931,2025-04-04 02:26:43.158911,2025-04-04 02:27:21.564670,0 days 00:00:38.405759,0.001,4,0.27519837053780316,24,7,6,0.0001,5,16,1e-05,False,582.4837105442931,0.8038050700766114,117.0,831.9302978515625,130.0,230.0,0.7134973132779967,974.8312377929688,30818,0.7940409351058075,956.8338012695312,COMPLETE
150,582.9074112962729,2025-04-04 02:27:21.566220,2025-04-04 02:27:55.276453,0 days 00:00:33.710233,0.001,4,0.3072791838606343,24,7,6,0.0001,5,24,1e-05,False,582.9074112962729,0.8054399919590608,117.0,832.5380859375,99.0,199.0,0.7370866642003933,921.331298828125,30818,0.8101530741392369,954.5352172851562,COMPLETE
151,578.6198048796913,2025-04-04 02:27:55.278006,2025-04-04 02:28:33.719711,0 days 00:00:38.441705,0.001,4,0.2891646193170785,24,7,6,0.0001,5,16,1e-05,False,578.6198048796913,0.8061487459528361,117.0,826.4121704101562,130.0,230.0,0.7265931835090349,972.9185180664062,30818,0.7995387552154236,954.2767944335938,COMPLETE
152,577.207348020768,2025-04-04 02:28:33.721291,2025-04-04 02:29:12.272351,0 days 00:00:38.551060,0.001,4,0.2894212151728763,24,7,6,0.0001,5,16,0.0001,False,577.207348020768,0.8068176583461361,117.0,824.39453125,130.0,230.0,0.7244596068961588,968.7726440429688,30818,0.7989511165502446,954.7626953125,COMPLETE
153,586.6117982049295,2025-04-04 02:29:12.273957,2025-04-04 02:29:51.078576,0 days 00:00:38.804619,0.001,4,0.2798627611096927,24,7,6,0.0001,5,16,0.0001,False,586.6117982049295,0.7983516816913178,117.0,837.8260498046875,130.0,230.0,0.7043604560880152,981.5068969726562,30818,0.7890024757077121,963.1439819335938,COMPLETE
154,576.8410990381382,2025-04-04 02:29:51.080109,2025-04-04 02:30:31.509338,0 days 00:00:40.429229,0.001,4,0.2917267828477077,24,7,6,0.0001,5,16,0.0001,False,576.8410990381382,0.8042210883719549,117.0,823.87060546875,130.0,230.0,0.7131606939278554,980.6002197265625,30818,0.7968324222655634,951.1707153320312,COMPLETE
155,622.4290023495353,2025-04-04 02:30:31.511002,2025-04-04 02:31:14.494018,0 days 00:00:42.983016,0.001,4,0.2965500842316379,24,7,4,0.0001,5,16,0.0001,False,622.4290023495353,0.8262270337478886,127.0,888.9942626953125,153.0,253.0,0.7367279079070541,985.3456420898438,29288,0.7494032788687889,1080.07958984375,COMPLETE
156,585.097802039569,2025-04-04 02:31:14.495618,2025-04-04 02:31:48.863618,0 days 00:00:34.368000,0.001,4,0.30301103437919674,24,7,6,0.0001,5,16,0.0001,False,585.097802039569,0.8006879381466538,83.0,835.6668090820312,99.0,199.0,0.7265987798584532,932.730712890625,30818,0.812001124689609,954.030029296875,COMPLETE
157,578.7793330985063,2025-04-04 02:31:48.865058,2025-04-04 02:32:26.043187,0 days 00:00:37.178129,1e-06,4,0.28369182231741513,24,7,6,0.0001,5,16,0.0001,False,578.7793330985063,0.8041642976511061,117.0,826.6392822265625,130.0,230.0,0.7114947629967728,976.6708984375,30818,0.7970290446374286,954.5331420898438,COMPLETE
158,,2025-04-04 02:32:26.044852,2025-04-04 02:32:26.136166,0 days 00:00:00.091314,0.001,4,0.32490715466334696,48,7,6,0.0002,5,16,0.0001,,,,,,,,,,108650,,,PRUNED
159,582.2784324914985,2025-04-04 02:32:26.136596,2025-04-04 02:33:05.531362,0 days 00:00:39.394766,0.001,4,0.27414961147421674,24,7,6,0.0001,5,16,0.0001,False,582.2784324914985,0.8016869174567318,117.0,831.6366577148438,130.0,230.0,0.7040723907296393,979.7867431640625,30818,0.7931916547549218,955.8163452148438,COMPLETE
160,658.711665433091,2025-04-04 02:33:05.532946,2025-04-04 02:33:48.810289,0 days 00:00:43.277343,0.001,8,0.2964175596518304,24,7,6,5e-05,5,16,0.0001,False,658.711665433091,0.7781658919776977,240.0,940.8190307617188,168.0,268.0,0.7662141527526631,977.2921142578125,31298,0.7475204603002171,1120.0299072265625,COMPLETE
161,576.0429080926743,2025-04-04 02:33:48.811905,2025-04-04 02:34:28.350597,0 days 00:00:39.538692,0.001,4,0.28946471519053874,24,7,6,0.0001,5,16,1e-05,False,576.0429080926743,0.8072947880479822,117.0,822.7317504882812,130.0,230.0,0.7323826230170294,971.5650024414062,30818,0.8017225841538725,952.8865966796875,COMPLETE
162,575.6986784325479,2025-04-04 02:34:28.352228,2025-04-04 02:35:08.009644,0 days 00:00:39.657416,0.001,4,0.2877450470578079,24,7,6,0.0001,5,16,1e-05,False,575.6986784325479,0.8064426616557885,117.0,822.239501953125,130.0,230.0,0.7286332077347891,971.8528442382812,30818,0.8012499712137362,949.1741333007812,COMPLETE
163,582.0417257318716,2025-04-04 02:35:08.011327,2025-04-04 02:35:47.615209,0 days 00:00:39.603882,0.001,4,0.2822807173388155,24,7,6,0.0001,5,16,1e-05,False,582.0417257318716,0.8011615073344771,117.0,831.299072265625,130.0,230.0,0.7204239625157298,968.9968872070312,30818,0.793776239977876,958.3316650390625,COMPLETE
164,585.3016214105215,2025-04-04 02:35:47.616863,2025-04-04 02:36:20.707099,0 days 00:00:33.090236,0.001,4,0.26306263896828597,24,7,6,0.0001,5,16,1e-05,False,585.3016214105215,0.8039129713760524,117.0,835.9573364257812,98.0,198.0,0.7145988024576737,927.3986206054688,30818,0.8004535162443467,960.1883544921875,COMPLETE
165,579.4523215973514,2025-04-04 02:36:20.708917,2025-04-04 02:36:58.118620,0 days 00:00:37.409703,0.001,4,0.28911851241123376,24,7,6,0.0001,5,16,1e-05,False,579.4523215973514,0.8058919427983233,116.0,827.601318359375,130.0,230.0,0.7239398538250019,972.0553588867188,30818,0.7990466473340054,956.3599243164062,COMPLETE
166,603.9524111595874,2025-04-04 02:36:58.120887,2025-04-04 02:37:28.279556,0 days 00:00:30.158669,0.001,4,0.27849807417174444,24,5,6,0.0001,5,16,1e-05,False,603.9524111595874,0.791768266247368,98.0,862.6022338867188,86.0,186.0,0.6679719455392736,1028.9805908203125,25056,0.7807823469937625,976.9843139648438,COMPLETE
167,,2025-04-04 02:37:28.281332,2025-04-04 02:37:28.362993,0 days 00:00:00.081661,0.001,4,0.29059325876492886,64,7,6,0.0001,5,16,1e-05,,,,,,,,,,188058,,,PRUNED
168,588.0065181213105,2025-04-04 02:37:28.363532,2025-04-04 02:38:06.022085,0 days 00:00:37.658553,0.001,4,0.3026917275690308,24,7,6,0.0001,5,16,1e-05,False,588.0065181213105,0.7983324726361172,117.0,839.817138671875,130.0,230.0,0.7113673928781385,981.3798217773438,30818,0.7815228431857992,961.2748413085938,COMPLETE
169,,2025-04-04 02:38:06.023771,2025-04-04 02:38:06.094926,0 days 00:00:00.071155,0.001,16,0.27055001622381003,32,7,6,0.0001,5,16,1e-05,,,,,,,,,,52698,,,PRUNED
170,674.138907142993,2025-04-04 02:38:06.095371,2025-04-04 02:38:46.175708,0 days 00:00:40.080337,0.0,4,0.29471190076303544,24,7,12,0.0001,5,16,1e-05,False,674.138907142993,0.739035369363326,80.0,962.8447875976562,149.0,249.0,0.5602167165953665,1116.02001953125,35408,0.6383177481143314,1218.9595947265625,COMPLETE
171,576.0220543161226,2025-04-04 02:38:46.177382,2025-04-04 02:39:23.903227,0 days 00:00:37.725845,0.001,4,0.2856463932841794,24,7,6,0.0001,5,16,1e-05,False,576.0220543161226,0.802673908230875,116.0,822.7000122070312,130.0,230.0,0.7204769023556179,973.28173828125,30818,0.7962740651769821,945.520263671875,COMPLETE
172,576.0324315530999,2025-04-04 02:39:23.904898,2025-04-04 02:40:01.326759,0 days 00:00:37.421861,0.001,4,0.2844544034653043,24,7,6,0.0001,5,16,1e-05,False,576.0324315530999,0.8034116450921951,117.0,822.7152099609375,130.0,230.0,0.7221955995514209,971.71044921875,30818,0.7982105349937934,944.957275390625,COMPLETE
173,601.7012134971174,2025-04-04 02:40:01.328413,2025-04-04 02:40:33.403532,0 days 00:00:32.075119,0.001,4,0.10072978206875441,24,7,6,0.0001,5,16,1e-05,False,601.7012134971174,0.7808265215922257,98.0,859.3778076171875,101.0,201.0,0.6719471954998466,991.9652099609375,30818,0.7890211917692385,970.4424438476562,COMPLETE
174,573.5016218504002,2025-04-04 02:40:33.405089,2025-04-04 02:41:10.161758,0 days 00:00:36.756669,0.001,4,0.2844296242576871,24,7,6,0.0001,5,16,1e-05,False,573.5016218504002,0.8043565201354671,117.0,819.10009765625,130.0,230.0,0.7243923923738931,972.576904296875,30818,0.7992464444205649,941.3095703125,COMPLETE
175,582.7620089484748,2025-04-04 02:41:10.163312,2025-04-04 02:41:46.826695,0 days 00:00:36.663383,0.001,4,0.2824130706047883,24,7,6,0.0001,5,16,1e-05,False,582.7620089484748,0.8011160917169444,117.0,832.3279418945312,130.0,230.0,0.7187859374551384,970.2687377929688,30818,0.7938877123638669,959.2244262695312,COMPLETE
