dataset,horizon,seed,method,wis,wis_dispersion,wis_overprediction,wis_underprediction,cov50,cov90,cov95
ltla_timeseries,3,1000,uniform,15.14316641870723,5.455978290838239,5.102277682068464,3.6271734738330537,0.5016801075268817,0.9135144649257553,0.9668138760880697
ltla_timeseries,3,123,raw,16.08455358847403,2.1794792156887604,8.541041788828311,4.386014375388895,0.21287762416794676,0.6997087813620072,0.8482142857142857
ltla_timeseries,3,123,identity,15.243937082897292,5.431860532586753,6.015532033193894,2.8185631637681356,0.5037922427035331,0.9159626216077829,0.9646217357910907
ltla_timeseries,3,123,adjacency,15.203049364215275,5.283087035720412,6.096419540076773,2.845565917770224,0.5048163082437276,0.9174507168458781,0.965549795186892
ltla_timeseries,3,123,uniform,15.226153057262433,5.387575058412804,6.037245787541318,2.8233582486481392,0.5042562724014337,0.9167146697388633,0.9651177675371224
ltla_timeseries,3,30,raw,17.788676450480995,2.4493900379322895,9.101355731958005,5.182427056469627,0.2368951612903226,0.5415226574500768,0.8743759600614439
ltla_timeseries,3,30,identity,16.61738107103662,6.018948386658473,6.327369898613062,3.2158239531758928,0.5111687147977471,0.922187019969278,0.9733262928827445
ltla_timeseries,3,30,adjacency,16.584245774291876,5.882535806987831,6.398135785532021,3.248218313039003,0.5088165642601127,0.9242351510496671,0.9746383768561188
ltla_timeseries,3,30,uniform,16.604204557318297,5.981217443332378,6.346653938459325,3.221093896783818,0.509776625704045,0.9232110855094726,0.9740463389656938
ltla_timeseries,3,42,raw,15.774572327781462,2.8282523863235576,7.237905430946095,4.735337516539865,0.283442140296979,0.8003072196620584,0.9100582437275986
ltla_timeseries,3,42,identity,15.278269378159218,5.633905861296629,5.289569023426424,3.3817534120867236,0.5122887864823349,0.9163466461853559,0.9681259600614439
ltla_timeseries,3,42,adjacency,15.230603135107463,5.484168806479901,5.3598893351671935,3.4134843046464187,0.5098726318484383,0.9173387096774194,0.969550051203277
